LSA_mean,RSA_mean,LEA_mean,REA_mean,LHA_mean,RHA_mean,LKA_mean,RKA_mean,LSA_std_dev,RSA_std_dev,LEA_std_dev,REA_std_dev,LHA_std_dev,RHA_std_dev,LKA_std_dev,RKA_std_dev
156.8440229627821,155.11203257242838,28.711028628879124,28.47099645104673,35.048585971196495,35.893886513180206,9.20519217186504,11.815640873379177,20.54987871040908,25.179107791762384,15.783589928782312,20.992894462588172,18.92389209719342,16.10348507366751,8.502349088027797,8.60105112511745
